timestamp,source,bits_length,entropy_score,shannon_entropy,min_entropy,bit_distribution,generation_time_ms,shots_used,num_qubits
2026-04-23T15:03:12.945129Z,synthetic_quantum,943,0.9586,0.9453,0.8279,0.452,4422.54,1024,23
2026-04-23T15:03:11.659924Z,synthetic_quantum,1216,0.88,0.872,0.7687,0.4936,772.06,256,32
2026-04-23T15:02:55.302218Z,synthetic_quantum,520,0.9621,0.9481,0.9361,0.5135,1253.16,512,26
2026-04-23T15:03:08.064304Z,synthetic_quantum,882,0.8221,0.806,0.7116,0.4925,101.76,256,14
2026-04-23T15:02:55.008685Z,synthetic_quantum,744,0.9775,0.9663,0.8849,0.5085,1066.79,256,31
2026-04-23T15:03:00.360779Z,synthetic_quantum,500,0.9501,0.9482,0.9038,0.4585,123.13,1024,10
2026-04-23T15:02:47.581497Z,synthetic_quantum,484,0.5385,0.5317,0.5187,0.5333,40.88,256,11
2026-04-23T15:03:18.322336Z,synthetic_quantum,432,0.9566,0.9559,0.8609,0.4562,628.74,512,27
2026-04-23T15:03:28.788100Z,synthetic_quantum,1160,0.9503,0.9446,0.8852,0.4837,1567.34,1024,29
2026-04-23T15:03:17.728820Z,synthetic_quantum,609,0.9772,0.9702,0.8394,0.4784,293.53,256,21
2026-04-23T15:03:34.444482Z,synthetic_quantum,1098,0.9597,0.9553,0.9136,0.5112,3198.56,1024,18
2026-04-23T15:03:07.043781Z,synthetic_quantum,672,0.989,0.9746,0.962,0.4596,2026.57,1024,14
2026-04-23T15:03:08.830718Z,synthetic_quantum,560,0.7117,0.7052,0.6332,0.5491,755.3,512,16
2026-04-23T15:03:16.204798Z,synthetic_quantum,638,0.9294,0.9199,0.8408,0.4996,864.45,512,22
2026-04-23T15:03:16.908987Z,synthetic_quantum,1711,0.9707,0.9704,0.8334,0.5387,911.91,512,29
2026-04-23T15:02:46.776879Z,synthetic_quantum,1276,0.9836,0.9769,0.9023,0.5303,3485.64,1024,29
2026-04-23T15:03:01.764694Z,synthetic_quantum,480,0.9905,0.9728,0.9278,0.4847,254.52,256,10
2026-04-23T15:02:54.872470Z,synthetic_quantum,1711,0.9701,0.9538,0.8974,0.4999,2763.62,1024,29
2026-04-23T15:03:43.331212Z,synthetic_quantum,896,0.9899,0.9717,0.9746,0.534,611.99,256,16
2026-04-23T15:03:05.797171Z,synthetic_quantum,1624,0.9965,0.9808,0.9814,0.5217,114.7,256,28
2026-04-23T15:03:35.363444Z,synthetic_quantum,783,0.9685,0.9611,0.9576,0.4586,3228.19,1024,29
2026-04-23T15:03:13.985587Z,synthetic_quantum,405,0.986,0.9775,0.8867,0.5483,2103.54,1024,15
2026-04-23T15:03:55.470267Z,synthetic_quantum,1456,0.8792,0.863,0.8446,0.4548,1220.64,256,28
2026-04-23T15:03:30.813723Z,synthetic_quantum,420,0.9692,0.9621,0.9238,0.4603,1655.98,1024,12
2026-04-23T15:02:40.755769Z,synthetic_quantum,1581,0.8815,0.8693,0.851,0.5061,1799.94,512,31
2026-04-23T15:03:56.229243Z,synthetic_quantum,480,0.9789,0.9658,0.8519,0.5049,760.56,512,10
2026-04-23T15:03:28.298346Z,synthetic_quantum,744,0.9731,0.965,0.9382,0.52,373.51,256,24
2026-04-23T15:03:06.983820Z,synthetic_quantum,864,0.9732,0.9625,0.8558,0.4923,1227.37,256,32
2026-04-23T15:03:19.480908Z,synthetic_quantum,423,0.9795,0.9613,0.8387,0.4634,404.32,256,9
2026-04-23T15:03:40.339496Z,synthetic_quantum,459,0.9668,0.9554,0.8853,0.4637,537.74,512,17
2026-04-23T15:03:30.374730Z,synthetic_quantum,494,0.965,0.9607,0.9311,0.4789,914.83,512,13
2026-04-23T15:03:32.545316Z,synthetic_quantum,726,0.9877,0.9811,0.8859,0.5047,764.98,1024,22
2026-04-23T15:03:08.718232Z,synthetic_quantum,540,0.9673,0.9495,0.8429,0.4688,2162.93,512,30
2026-04-23T15:03:22.219038Z,synthetic_quantum,1581,0.9559,0.9537,0.842,0.5077,3590.14,1024,31
2026-04-23T15:04:13.479671Z,synthetic_quantum,1222,0.9585,0.9528,0.9272,0.4889,720.81,256,26
2026-04-23T15:03:29.656442Z,synthetic_quantum,918,0.9687,0.9555,0.9403,0.5005,601.79,256,17
2026-04-23T15:04:05.975631Z,synthetic_quantum,1080,0.9779,0.9739,0.8715,0.5292,310.07,256,20
2026-04-23T15:04:28.397251Z,synthetic_quantum,306,0.5849,0.5806,0.5601,0.5018,924.81,1024,17
2026-04-23T15:02:49.748438Z,synthetic_quantum,744,0.9891,0.9828,0.9212,0.4624,1992.21,512,24
2026-04-23T15:04:34.756992Z,synthetic_quantum,676,0.9037,0.8908,0.7823,0.5262,1308.9,512,26
2026-04-23T15:04:23.316140Z,synthetic_quantum,760,0.7396,0.7313,0.7079,0.5321,1778.09,512,19
2026-04-23T15:03:00.317619Z,synthetic_quantum,323,0.9831,0.9703,0.9086,0.4767,1228.87,512,17
2026-04-23T15:04:17.516337Z,synthetic_quantum,594,0.9786,0.9673,0.8365,0.5396,1124.1,1024,11
2026-04-23T15:04:37.256452Z,synthetic_quantum,1404,0.96,0.9501,0.8343,0.4696,1644.74,512,27
2026-04-23T15:03:20.255057Z,synthetic_quantum,500,0.9547,0.9395,0.8527,0.4924,1910.62,512,20
2026-04-23T15:02:53.483509Z,synthetic_quantum,756,0.9952,0.9939,0.9051,0.5264,1852.27,1024,12
2026-04-23T15:04:07.920739Z,synthetic_quantum,480,0.9709,0.9629,0.8354,0.5267,885.83,1024,8
2026-04-23T15:04:37.606200Z,synthetic_quantum,1350,0.9861,0.98,0.9201,0.4601,2595.5,512,27
2026-04-23T15:03:24.727728Z,synthetic_quantum,1080,0.9941,0.9833,0.8755,0.5343,489.02,256,18
2026-04-23T15:04:29.940175Z,synthetic_quantum,616,0.9554,0.9553,0.9454,0.4918,594.72,512,14
2026-04-23T15:04:08.654229Z,synthetic_quantum,1740,0.9941,0.9753,0.8478,0.4703,71.92,256,29
2026-04-23T15:03:00.070398Z,synthetic_quantum,360,0.9796,0.9606,0.8517,0.4722,1550.41,1024,8
2026-04-23T15:04:43.093339Z,synthetic_quantum,682,0.9945,0.9913,0.9553,0.4742,2077.08,512,31
2026-04-23T15:04:23.902642Z,synthetic_quantum,504,0.958,0.9455,0.9292,0.5128,801.6,512,14
2026-04-23T15:03:27.091625Z,synthetic_quantum,486,0.9093,0.901,0.8824,0.4585,1631.13,1024,9
2026-04-23T15:04:53.514106Z,synthetic_quantum,473,0.9851,0.9666,0.9734,0.5319,964.97,512,11
2026-04-23T15:04:42.321022Z,synthetic_quantum,517,0.9779,0.9717,0.9436,0.4817,958.57,512,11
2026-04-23T15:04:04.258396Z,synthetic_quantum,168,0.9796,0.9667,0.8725,0.4912,1467.65,1024,8
2026-04-23T15:04:24.356706Z,synthetic_quantum,516,0.9529,0.9405,0.8824,0.5399,2343.6,1024,12
2026-04-23T15:03:52.095923Z,synthetic_quantum,1075,0.6145,0.6122,0.5968,0.5286,1236.75,256,25
2026-04-23T15:03:52.444214Z,synthetic_quantum,345,0.9906,0.9901,0.9714,0.4565,662.16,512,15
2026-04-23T15:03:14.675588Z,synthetic_quantum,684,0.9615,0.9536,0.9423,0.533,873.99,512,19
2026-04-23T15:04:11.086959Z,synthetic_quantum,966,0.9586,0.9585,0.8565,0.5054,2580.1,1024,21
2026-04-23T15:03:04.148902Z,synthetic_quantum,1770,0.822,0.8118,0.7863,0.5048,3703.4,1024,30
2026-04-23T15:04:14.486221Z,synthetic_quantum,294,0.6178,0.6132,0.5453,0.4979,1639.49,1024,14
2026-04-23T15:03:16.949384Z,synthetic_quantum,1276,0.9878,0.9688,0.9537,0.5389,1462.11,1024,22
2026-04-23T15:05:14.659339Z,synthetic_quantum,609,0.9821,0.9806,0.9573,0.5272,1921.14,512,21
2026-04-23T15:04:02.844914Z,synthetic_quantum,1792,0.9781,0.962,0.9236,0.479,2891.98,1024,28
2026-04-23T15:04:57.252876Z,synthetic_quantum,605,0.9894,0.9748,0.9299,0.5263,716.41,512,11
2026-04-23T15:05:04.906483Z,synthetic_quantum,1400,0.9826,0.9649,0.8802,0.5466,1393.69,512,28
2026-04-23T15:04:07.304309Z,synthetic_quantum,1128,0.7379,0.7351,0.6445,0.5198,2355.67,1024,24
2026-04-23T15:04:56.089076Z,synthetic_quantum,1800,0.9714,0.9544,0.8342,0.5281,891.27,256,30
2026-04-23T15:05:24.478494Z,synthetic_quantum,658,0.9975,0.98,0.9299,0.4522,1160.52,1024,14
2026-04-23T15:04:16.986556Z,synthetic_quantum,468,0.9648,0.9606,0.8355,0.5375,883.11,1024,9
2026-04-23T15:04:03.313065Z,synthetic_quantum,1050,0.9974,0.991,0.8537,0.5448,4486.35,1024,30
2026-04-23T15:03:22.485694Z,synthetic_quantum,666,0.6751,0.6682,0.6449,0.472,457.6,256,18
2026-04-23T15:05:16.475617Z,synthetic_quantum,384,0.9618,0.9553,0.8583,0.4506,524.37,512,16
2026-04-23T15:04:32.202725Z,synthetic_quantum,540,0.9811,0.9717,0.9602,0.5166,3642.5,1024,27
2026-04-23T15:04:34.567867Z,synthetic_quantum,728,0.9894,0.9861,0.9742,0.4802,480.15,1024,14
2026-04-23T15:05:28.282327Z,synthetic_quantum,640,0.986,0.9843,0.9599,0.5405,1207.14,1024,16
2026-04-23T15:04:25.619400Z,synthetic_quantum,1248,0.9969,0.9938,0.9705,0.4966,2444.67,1024,26
2026-04-23T15:03:31.768860Z,synthetic_quantum,288,0.9704,0.952,0.8684,0.491,430.03,256,16
2026-04-23T15:04:19.301615Z,synthetic_quantum,323,0.9846,0.9781,0.9156,0.5489,354.91,512,19
2026-04-23T15:05:35.085988Z,synthetic_quantum,310,0.9766,0.9685,0.8389,0.5415,397.59,256,10
2026-04-23T15:05:56.115818Z,synthetic_quantum,957,0.9689,0.9601,0.8528,0.518,1025.1,256,29
2026-04-23T15:05:23.485121Z,synthetic_quantum,954,0.967,0.9611,0.9053,0.5225,3515.15,1024,18
2026-04-23T15:05:22.264082Z,synthetic_quantum,1224,0.9676,0.9671,0.8655,0.4868,1115.34,256,24
2026-04-23T15:04:03.679708Z,synthetic_quantum,480,0.9907,0.9759,0.8988,0.4617,2124.98,1024,12
2026-04-23T15:05:41.596874Z,synthetic_quantum,1464,0.5238,0.5154,0.4817,0.4704,829.87,256,24
2026-04-23T15:04:25.546374Z,synthetic_quantum,323,0.9978,0.9916,0.8564,0.5296,1341.94,1024,19
2026-04-23T15:04:22.628560Z,synthetic_quantum,697,0.8689,0.8617,0.809,0.5263,1649.2,512,17
2026-04-23T15:04:09.509862Z,synthetic_quantum,1403,0.9912,0.9804,0.854,0.5306,823.65,256,23
2026-04-23T15:04:34.416076Z,synthetic_quantum,702,0.5163,0.5105,0.5046,0.489,859.31,512,27
2026-04-23T15:05:02.476741Z,synthetic_quantum,1012,0.9643,0.9476,0.8925,0.5297,505.41,512,22
2026-04-23T15:04:30.141523Z,synthetic_quantum,462,0.9573,0.9431,0.8366,0.5457,2398.48,1024,21
2026-04-23T15:05:44.550785Z,synthetic_quantum,384,0.9707,0.9585,0.9106,0.4895,398.0,512,24
2026-04-23T15:06:28.705926Z,synthetic_quantum,861,0.9966,0.9865,0.9233,0.4616,1722.19,1024,21
2026-04-23T15:04:57.110681Z,synthetic_quantum,816,0.9221,0.904,0.8572,0.5208,4358.19,1024,24
2026-04-23T15:06:00.292754Z,synthetic_quantum,1392,0.9555,0.9383,0.8571,0.4566,344.12,256,24
2026-04-23T15:05:24.834862Z,synthetic_quantum,518,0.9883,0.9838,0.9143,0.46,256.56,256,14
2026-04-23T15:04:12.340459Z,synthetic_quantum,700,0.9835,0.969,0.9335,0.5143,109.76,512,25
2026-04-23T15:04:45.961881Z,synthetic_quantum,1073,0.9159,0.9109,0.8746,0.5403,5025.12,1024,29
2026-04-23T15:05:15.069736Z,synthetic_quantum,594,0.9504,0.9336,0.8551,0.5158,824.85,512,27
2026-04-23T15:04:15.590760Z,synthetic_quantum,1488,0.9902,0.988,0.8741,0.4888,485.42,256,24
2026-04-23T15:04:32.634100Z,synthetic_quantum,476,0.9927,0.9904,0.8678,0.5067,766.36,256,17
2026-04-23T15:03:41.432557Z,synthetic_quantum,561,0.952,0.9511,0.8637,0.4868,2072.04,1024,11
2026-04-23T15:03:55.119781Z,synthetic_quantum,1080,0.7244,0.7121,0.6526,0.4841,1719.88,512,27
2026-04-23T15:04:33.089596Z,synthetic_quantum,396,0.9849,0.9837,0.9279,0.4779,206.14,512,22
2026-04-23T15:03:38.278829Z,synthetic_quantum,1144,0.6736,0.6668,0.5926,0.4626,791.2,512,22
2026-04-23T15:04:28.767558Z,synthetic_quantum,888,0.9546,0.942,0.9352,0.4808,221.04,256,24
2026-04-23T15:03:48.231827Z,synthetic_quantum,1044,0.5487,0.5483,0.5148,0.5354,2823.42,1024,18
2026-04-23T15:04:18.950516Z,synthetic_quantum,768,0.9804,0.9627,0.896,0.5179,1959.92,512,24
2026-04-23T15:04:44.829707Z,synthetic_quantum,340,0.9778,0.9601,0.9122,0.5269,1621.33,1024,20
2026-04-23T15:06:12.602005Z,synthetic_quantum,640,0.9653,0.9607,0.8706,0.4565,188.87,512,16
2026-04-23T15:06:53.291522Z,synthetic_quantum,667,0.9054,0.8896,0.8928,0.5247,3262.28,1024,29
2026-04-23T15:06:18.460288Z,synthetic_quantum,714,0.9929,0.9746,0.8631,0.5456,208.58,256,17
2026-04-23T15:06:25.507527Z,synthetic_quantum,550,0.9892,0.9857,0.8811,0.5156,172.85,512,10
2026-04-23T15:06:04.909542Z,synthetic_quantum,560,0.961,0.9539,0.9404,0.5492,454.65,256,10
2026-04-23T15:04:05.883601Z,synthetic_quantum,306,0.9909,0.9752,0.9305,0.5013,1942.11,1024,17
2026-04-23T15:05:20.130408Z,synthetic_quantum,176,0.9547,0.9425,0.817,0.5161,330.05,256,11
2026-04-23T15:07:14.920699Z,synthetic_quantum,1020,0.9596,0.9419,0.8399,0.4991,2397.87,1024,20
2026-04-23T15:03:41.441942Z,synthetic_quantum,1323,0.9701,0.9546,0.925,0.5201,3417.31,1024,21
2026-04-23T15:04:38.332062Z,synthetic_quantum,1232,0.9632,0.9504,0.8487,0.4535,1048.5,256,28
2026-04-23T15:06:22.832762Z,synthetic_quantum,550,0.9546,0.9393,0.8543,0.4725,1098.96,512,11
2026-04-23T15:03:33.015074Z,synthetic_quantum,286,0.9903,0.9828,0.9349,0.4693,281.63,256,13
2026-04-23T15:04:57.346869Z,synthetic_quantum,216,0.9822,0.9789,0.8895,0.4825,150.69,1024,12
2026-04-23T15:06:07.213706Z,synthetic_quantum,945,0.9523,0.9358,0.9118,0.538,249.31,1024,21
2026-04-23T15:05:26.619277Z,synthetic_quantum,483,0.9707,0.9647,0.9257,0.512,375.52,256,23
2026-04-23T15:05:27.531198Z,synthetic_quantum,714,0.9552,0.94,0.8158,0.5155,3859.34,1024,21
2026-04-23T15:05:58.833887Z,synthetic_quantum,650,0.9839,0.9817,0.9069,0.5196,269.64,256,25
2026-04-23T15:04:07.683660Z,synthetic_quantum,456,0.9677,0.9657,0.8568,0.5471,601.25,512,24
2026-04-23T15:06:28.701577Z,synthetic_quantum,264,0.9856,0.9762,0.8918,0.4971,1013.32,512,11
2026-04-23T15:03:54.564386Z,synthetic_quantum,504,0.9933,0.9919,0.891,0.5417,1046.96,256,28
2026-04-23T15:07:31.348490Z,synthetic_quantum,425,0.9734,0.973,0.9259,0.5112,374.95,1024,17
2026-04-23T15:04:05.112043Z,synthetic_quantum,770,0.9901,0.9896,0.933,0.5433,2527.58,1024,22
2026-04-23T15:06:25.784755Z,synthetic_quantum,1568,0.9693,0.9645,0.8753,0.4763,2488.11,1024,32
2026-04-23T15:04:18.358303Z,synthetic_quantum,1204,0.9639,0.9558,0.8326,0.4957,1974.98,512,28
2026-04-23T15:05:35.226056Z,synthetic_quantum,1680,0.9836,0.9699,0.968,0.4586,1021.37,256,28
2026-04-23T15:04:09.404190Z,synthetic_quantum,1280,0.9922,0.9796,0.9081,0.5076,1584.12,256,32
2026-04-23T15:04:29.832674Z,synthetic_quantum,795,0.6166,0.6075,0.5758,0.527,706.02,256,15
2026-04-23T15:06:25.761149Z,synthetic_quantum,667,0.9787,0.9654,0.833,0.5236,3709.43,1024,23
2026-04-23T15:07:54.846827Z,synthetic_quantum,442,0.9774,0.976,0.9589,0.5393,592.06,256,13
2026-04-23T15:06:03.747021Z,synthetic_quantum,608,0.9221,0.9143,0.8262,0.5452,656.71,512,19
2026-04-23T15:06:56.767962Z,synthetic_quantum,306,0.5237,0.5197,0.4589,0.4555,221.35,512,9
2026-04-23T15:04:21.697405Z,synthetic_quantum,162,0.9901,0.9723,0.9223,0.4731,352.93,512,9
2026-04-23T15:04:15.791001Z,synthetic_quantum,768,0.9757,0.9616,0.8719,0.5,206.11,512,32
2026-04-23T15:08:05.871517Z,synthetic_quantum,740,0.9527,0.9457,0.8938,0.5242,3397.46,1024,20
2026-04-23T15:05:41.331134Z,synthetic_quantum,840,0.9725,0.9539,0.8815,0.4713,1461.04,1024,24
2026-04-23T15:05:17.405287Z,synthetic_quantum,624,0.9971,0.9831,0.8829,0.5419,310.36,256,16
2026-04-23T15:05:09.717279Z,synthetic_quantum,627,0.9762,0.9738,0.9409,0.4713,159.17,1024,11
2026-04-23T15:07:26.066166Z,synthetic_quantum,300,0.5085,0.5044,0.4594,0.4693,853.68,512,12
2026-04-23T15:06:45.038547Z,synthetic_quantum,1026,0.9577,0.9547,0.9334,0.5352,1621.95,512,19
2026-04-23T15:04:51.790367Z,synthetic_quantum,1170,0.8697,0.8631,0.8018,0.5241,1046.94,256,26
2026-04-23T15:07:33.479549Z,synthetic_quantum,644,0.8872,0.8833,0.8711,0.4863,470.04,512,28
2026-04-23T15:03:53.460489Z,synthetic_quantum,912,0.9847,0.9821,0.9602,0.525,626.61,256,16
2026-04-23T15:03:59.883849Z,synthetic_quantum,620,0.9522,0.938,0.877,0.4658,597.91,256,31
2026-04-23T15:07:04.738624Z,synthetic_quantum,525,0.9589,0.9469,0.8998,0.5299,60.54,256,15
2026-04-23T15:05:36.185412Z,synthetic_quantum,1092,0.9758,0.9677,0.9057,0.4508,799.92,256,26
2026-04-23T15:07:27.865916Z,synthetic_quantum,595,0.9606,0.9554,0.8519,0.514,546.49,512,17
2026-04-23T15:05:03.689287Z,synthetic_quantum,1044,0.9679,0.9588,0.9295,0.506,2489.01,1024,18
2026-04-23T15:06:34.408848Z,synthetic_quantum,1860,0.9624,0.9512,0.8465,0.5159,1410.33,256,31
2026-04-23T15:05:15.933310Z,synthetic_quantum,380,0.751,0.7403,0.69,0.5104,3877.36,1024,20
2026-04-23T15:04:11.993691Z,synthetic_quantum,1311,0.982,0.9708,0.9298,0.5381,2038.8,512,23
2026-04-23T15:06:03.109556Z,synthetic_quantum,832,0.6045,0.5983,0.5228,0.4837,234.81,256,26
2026-04-23T15:07:11.329723Z,synthetic_quantum,768,0.9867,0.9754,0.8847,0.5357,638.84,256,16
2026-04-23T15:08:40.023915Z,synthetic_quantum,1512,0.7713,0.7617,0.7457,0.5111,1055.91,256,24
2026-04-23T15:07:14.944598Z,synthetic_quantum,1426,0.9718,0.9612,0.8726,0.4791,6063.55,1024,31
2026-04-23T15:07:37.044179Z,synthetic_quantum,510,0.9853,0.9794,0.911,0.5256,1171.08,256,30
2026-04-23T15:06:14.527902Z,synthetic_quantum,640,0.8518,0.8494,0.7669,0.475,379.98,256,32
2026-04-23T15:08:00.171273Z,synthetic_quantum,1280,0.9678,0.9645,0.827,0.4661,188.57,256,20
2026-04-23T15:07:07.943055Z,synthetic_quantum,391,0.9963,0.978,0.9488,0.4555,3184.65,1024,23
2026-04-23T15:08:21.880531Z,synthetic_quantum,902,0.9934,0.9817,0.9216,0.5363,626.17,1024,22
2026-04-23T15:05:04.800325Z,synthetic_quantum,891,0.9882,0.9712,0.9488,0.4698,1338.44,256,27
2026-04-23T15:06:16.406234Z,synthetic_quantum,200,0.7985,0.7866,0.714,0.5301,254.15,512,10
2026-04-23T15:07:30.131970Z,synthetic_quantum,1140,0.9931,0.9871,0.948,0.5367,324.76,256,20
2026-04-23T15:04:03.574444Z,synthetic_quantum,476,0.9763,0.97,0.8931,0.4783,942.8,512,28
2026-04-23T15:07:25.271078Z,synthetic_quantum,500,0.988,0.9829,0.878,0.5104,1234.6,256,25
2026-04-23T15:05:14.607112Z,synthetic_quantum,648,0.951,0.9348,0.8271,0.504,830.67,512,24
2026-04-23T15:07:08.650789Z,synthetic_quantum,1102,0.9529,0.9508,0.8241,0.506,2783.93,1024,19
2026-04-23T15:05:07.180123Z,synthetic_quantum,1232,0.9731,0.9664,0.8472,0.5098,2313.65,1024,22
2026-04-23T15:07:42.406546Z,synthetic_quantum,351,0.9979,0.9973,0.8622,0.5456,437.0,512,9
2026-04-23T15:08:04.254929Z,synthetic_quantum,700,0.8336,0.8236,0.7447,0.4572,2654.96,512,28
2026-04-23T15:07:29.312907Z,synthetic_quantum,512,0.6693,0.6642,0.6578,0.4725,1008.93,1024,8
2026-04-23T15:05:51.675133Z,synthetic_quantum,950,0.9858,0.9718,0.9577,0.4927,761.39,1024,19
2026-04-23T15:04:06.641217Z,synthetic_quantum,1080,0.719,0.705,0.6675,0.4586,1643.46,1024,27
2026-04-23T15:09:07.442433Z,synthetic_quantum,899,0.9831,0.965,0.8366,0.4928,1818.1,512,31
2026-04-23T15:04:42.255696Z,synthetic_quantum,1643,0.9673,0.9523,0.8537,0.5462,2281.82,512,31
2026-04-23T15:07:59.440784Z,synthetic_quantum,1248,0.9979,0.9816,0.9805,0.5075,871.05,1024,24
2026-04-23T15:08:17.630937Z,synthetic_quantum,360,0.8341,0.8254,0.7908,0.4934,188.31,256,12
2026-04-23T15:08:14.378243Z,synthetic_quantum,540,0.991,0.9858,0.8525,0.5092,220.27,256,9
2026-04-23T15:05:18.620664Z,synthetic_quantum,1127,0.9565,0.9383,0.8364,0.5097,1334.18,1024,23
2026-04-23T15:07:52.672109Z,synthetic_quantum,480,0.9904,0.9807,0.9488,0.4915,939.07,512,10
2026-04-23T15:07:59.695000Z,synthetic_quantum,528,0.8242,0.8187,0.7185,0.4921,310.43,1024,12
2026-04-23T15:05:27.111822Z,synthetic_quantum,715,0.9651,0.9568,0.8502,0.517,269.49,512,13
2026-04-23T15:05:44.191134Z,synthetic_quantum,713,0.9736,0.9575,0.8279,0.5134,695.68,512,31
2026-04-23T15:04:54.827045Z,synthetic_quantum,360,0.9539,0.9501,0.8679,0.5182,341.0,512,10
2026-04-23T15:07:26.464483Z,synthetic_quantum,504,0.9926,0.9909,0.9438,0.527,644.34,256,24
2026-04-23T15:07:18.456076Z,synthetic_quantum,1891,0.971,0.9626,0.9077,0.5311,4977.93,1024,31
2026-04-23T15:09:22.444722Z,synthetic_quantum,470,0.9535,0.9386,0.835,0.5404,462.4,256,10
2026-04-23T15:05:07.701039Z,synthetic_quantum,559,0.9533,0.9449,0.8572,0.4844,149.78,256,13
2026-04-23T15:05:51.175367Z,synthetic_quantum,462,0.9551,0.9496,0.9295,0.544,454.1,512,14
2026-04-23T15:06:39.244189Z,synthetic_quantum,516,0.9976,0.9803,0.8937,0.4864,44.18,512,12
2026-04-23T15:04:43.273422Z,synthetic_quantum,540,0.9871,0.9751,0.9046,0.5,2920.3,1024,27
2026-04-23T15:04:45.375495Z,synthetic_quantum,840,0.7915,0.7881,0.7803,0.5452,222.74,256,24
2026-04-23T15:04:16.919577Z,synthetic_quantum,578,0.9912,0.9885,0.8746,0.4658,92.23,512,17
2026-04-23T15:06:27.797002Z,synthetic_quantum,256,0.9042,0.9011,0.8439,0.4682,403.02,512,16
